title,price
"WAP Aspirador de Pó Portátil Bateria Lithium 7,4VDC Carregador USB e Filtro HEPA WAP Handson","170,80"
"WAP Umidificador de Ar Ultrassônico 2,3 Litros com Luminária e Aromatizador de Ambientes WAP AIR FLOW U2 Bivolt","144,98"
Vaporizador Portátil e Higienizador de Roupas e Tecidos WAP WAPORE FAST 1250W Vapor Quente Contínuo 160°C com Escova 127V,"172,27"
WAP Robô Aspirador de Pó com Controle Remoto e MOP Varre Passa Pano Agenda Limpeza e Autorrecarga ROBOT W400 Bivolt,"1.699,90"
WAP Limpador De Porcelanatos Pisos E Superfícies Limpa Pisos 1 Litro Branco E Azul,"54,83"
WAP Removedor de Mofo e Bolor WAP LIMPA MOFO E BOLOR 500ML Limpeza preventiva com Fragrância de Capim Limão,"19,08"
WAP Fritadeira Elétrica Air Fryer Oven Digital 12 Litros Sem Óleo 10 Funções e Timer de 24h Aviso Sonoro 1800W Antiaderente WAP AIRFRY 12L 220V,"699,00"
WAP FLOW TURBO Ventilador 2 em 1 Mesa e Parede 180W 50 cm 8 Pás Potente Silencioso e Econômico com 3 Velocidades 127V,"160,89"
"Polidora e Limpadora de Piso Elétrica 3 em 1 WAP BRILHA UP com Pads Escovas para Polir Limpar Esfregar e dar Brilho 127V, Azul com Prata","699,90"
WAP Vassoura MOP Spray com Reservatório 460 ml Multiuso 3 em 1 Borrifa Limpa e Seca com Pano Microfibra Refil,"77,99"
WAP AIR SILENCE Ventilador de Torre Vertical Silencioso com Controle Remoto 4 Velocidades 70W 127V,"449,98"
WAP MOP Balde Multiuso Duplo Compacto Lava e Seca 8 Litros Flat com Refil de Microfibra,"83,90"
WAP Parafusadeira E Furadeira Com Impacto Bpfi 12K4 A Bateria Li-Íon De 12V Torque 18 Níveis Sem Fio Maleta E Kit De 13 Acessórios Bivolt,"229,98"
Extratora e Higienizadora Vertical WAP POWER CLEANER PRO 2000W 2 em 1 Escova Elétrica Tapetes e Carpetes 127V,"934,61"
Lavadora de Alta Pressão WAP EXTREME TURBO 2800 Indução 1900W 2450 PSI/Libras 360L/h Profissional Semi Intensivo 127V,"1.479,00"
Lavadora de Alta Pressão Profissional WAP 5100 TURBO 2500W 2300 PSI/Libras 550L/h Lava Rápido Motor Indução 220V,"2.459,00"
Lavadora Alta Pressão Wap Ágil 1400w 127v,"419,99"
Aspirador de Pó e Água WAP GTW INOX 15 1700W 146mbar Robusto 220V,"439,41"
WAP Aspirador de Pó Vertical com Mangueira Flexível 2000W WAP LIFE SPEED 220V,"549,99"
"WAP Kit Irrigação Regulável com Aquastop e Trava de Fluxo Contínuo para Mangueira 1/2' GKIR01 -Amarelo, preto e cinza","39,90"
"WAP Fritadeira Elétrica Air Fryer 5,2 Litros Temperatura Ajustável com Duplo Revestimento Antiaderente, Cesto e Grelha Removíveis 1500W AIRFRY Grand Family 127V","369,90"
"Aspirador de Pó Robô WAP ROBOT WSMART Bivolt Automático Autorrecarga Varre Aspira Passa Pano Agenda horário de Limpeza, Preto","1.199,99"
WAP AIR HEAT Aquecedor de Ambientes Elétrico Portátil 1500W 3 em 1 Com Ventilador e Triplo Sistema de Segurança 127V,"122,90"
WAP Aspirador de Pó Sem Fio MAGIC Vertical e Portátil Multifunções 3 Ní­veis de Velocidade com Alto Poder de Sucção 450W 220 mbar Luz UVC Antiácaro Bateria Bivolt,"1.944,00"
WAP Removedor De Manchas De Tecidos E Estofados Remove Manchas 500Ml Branco E Rosa,"50,89"
Aspirador de Pó e Água WAP GTW INOX 20 1600W 20 Litros 160 mbar Barril Aço Inox com Soprador 220V,"447,99"
WAP Aspirador de Pó e água Compacto GTW BAGLESS 1400W 6 Litros 160 mbar Soprador e Barril Portátil 220V,"299,54"
WAP FLOW TURBO Ventilador de Coluna 180W 50 cm 8 Pás Silencioso e Econômico com Tecnologia Silent Flow 127V,"229,00"
"WAP Panela de Pressão Elétrica Inox 1000W com Painel Digital, Cesto 6 Litros com Revestimento Antiaderente que não Gruda, Tempo Programável, 10 Dispositivos de Segurança e Acessórios WAP WPPE1 127V","449,90"
Wap Maleta De Ferramentas Manuais Wap Mkf132 Kit Completo Com 132 Peças E Uma Maleta Organizadora,"138,20"
"Robô Aspirador de Pó LILIN XR500, reconhecimento de obstáculos,110/220V Bivolt, 5000KPa, mapa de memória multicamada, limpeza personalizada, ajuste multilíngue, ultrafino e silencioso","1.799,00"
"Robô Aspirador de Pó XR500 LILIN Dual Voltage, Versão 2024 Mapa de Memória Multicamada, Área de Planejamento Personalizado, Pacote de Idiomas Ajustável, Adequado para Chupar Cabelos e Pisos Duros","1.649,00"
"WAP Aspirador de Pó Vertical e Portátil 1350W 1,2L com Filtro HEPA e Tecnologia Cyclone HIGH SPEED PLUS 3 em 1 220V","193,03"
Spray de Blindagem para Bolsas e Calçados,"197,00"
