title,price
Aspirador e Extratora 35L 1200W 127V - Ipc Soteco - A135EXT,"3.162,21"
Extratora de Sujeira WAP Multi Cleaner | 220V,"1.899,90"
Lavaclean Vacuum Cleaner Extractor 16 Liters 1250w 220V Ipc,"2.050,00"
Lavadora Extratora IPC P150 EP150 - IPC,"3.099,90"
Aspirador e Extratora 35L 1200W 110V Ipc Soteco A135EXT + Clareador Gansow 5L Ipc Soteco SBN61841 + Limpador Soteco para Extratora 5L Ipc Soteco - 220v,"3.469,50"
WAP Bico Extrator Pequeno para Estofados Extratora HOME CLEANER e CARPET CLEANER,"69,89"
"WAP Removedor de Manchas de Tecidos e Estofados 5 Litros WAP REMOVE MANCHAS, Branco e Rosa","188,86"
Vaporizador e Higienizador Compacto Wap Wapore Fit | 127V,"599,99"
Extratora Aspirador Lavaclean 16 Litros 1250w 127V Ipc,"2.149,02"
"Extrator de Leite Materno Elétrico Medela Swing Flex, Medela, Amarelo",N/A
Extrator de Sucos Visalux 500W - Bivolt,"229,72"
"Limpador Bactericida Para Banco Sofá Estofados Tira Manchas Extratora Bactran 1,5L Vonixx","45,48"
"Electrolux, STK15 PowerSpeed Ultra - Aspirador Vertical com Fio, 127V, Urban Grey","227,00"
"Lâmina extratora, lâmina de corte incisivo resistente à corrosão para restaurante para cozinha para casa",N/A
Spray de Blindagem para Bolsas e Calçados,"197,00"
Aspirador de Pó Robô WAP ROBOT W100 Bivolt Automático 3 em 1 Varre Aspira e Passa Pano MOP para Limpeza,"498,12"
Espuma Limpeza Tira Manchas Sofá Carpete Pipi Cleaning,"197,00"
Bocal para Extratora sem Gatilho Detailer,"29,90"
